pair_id,species,split,is_outlier,image_path,audio_path,image_metadata_path,audio_metadata_path
blackbird_30,blackbird,train,0,data\images\blackbird\296462364.jpg,data\audio\blackbird\1094672_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
starling_156,starling,test,1,data\images\starling\108549684.jpg,data\audio\starling\836745_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Mallard_244,Mallard,test,0,data\images\Mallard\195927350.jpg,data\audio\Mallard\1076444_B.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Flamingo_12,Flamingo,test,1,data\images\Flamingo\197074970.jpg,data\audio\Flamingo\835131_B.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Flamingo_139,Flamingo,test,1,data\images\Flamingo\102159341.jpg,data\audio\Flamingo\790545_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
blackbird_257,blackbird,train,0,data\images\blackbird\269295642.jpg,data\audio\blackbird\955322_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Thrush_268,Thrush,train,0,data\images\Thrush\187536033.jpg,data\audio\Thrush\715628_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
blackbird_139,blackbird,train,0,data\images\blackbird\229797254.jpg,data\audio\blackbird\505648_B.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blue_tit_290,blue_tit,test,0,data\images\blue_tit\333306409.jpg,data\audio\blue_tit\384541_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
sparrow_15,sparrow,train,0,data\images\sparrow\111622772.jpg,data\audio\sparrow\537768_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Great_Tit_258,Great_Tit,train,0,data\images\Great_Tit\61190542.jpg,data\audio\Great_Tit\962161_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Mallard_171,Mallard,train,0,data\images\Mallard\196506516.jpg,data\audio\Mallard\734522_A.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Flamingo_16,Flamingo,test,1,data\images\Flamingo\214056304.jpg,data\audio\Flamingo\825265_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
blackbird_70,blackbird,train,0,data\images\blackbird\256993614.jpg,data\audio\blackbird\1053445_B.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Thrush_229,Thrush,train,0,data\images\Thrush\184763607.jpg,data\audio\Thrush\988023_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
Toucan_3,Toucan,test,1,data\images\Toucan\2707131.jpg,data\audio\Toucan\597416_C.mp3,data\metadata\inaturalist\Toucan_clean.csv,data\metadata\xeno_canto\Toucan_clean.csv
Flamingo_235,Flamingo,test,1,data\images\Flamingo\201030092.jpg,data\audio\Flamingo\972971_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
sparrow_98,sparrow,test,0,data\images\sparrow\15192727.jpg,data\audio\sparrow\634437_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Robin_149,Robin,test,0,data\images\Robin\82191096.jpg,data\audio\Robin\1046136_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
Robin_294,Robin,train,0,data\images\Robin\279132152.jpg,data\audio\Robin\1083629_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
blue_tit_261,blue_tit,train,0,data\images\blue_tit\150584644.jpg,data\audio\blue_tit\698799_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
blackbird_331,blackbird,train,0,data\images\blackbird\259070381.jpg,data\audio\blackbird\1053447_B.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_32,blackbird,train,0,data\images\blackbird\15202982.jpg,data\audio\blackbird\812861_B.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Robin_32,Robin,train,0,data\images\Robin\346818429.jpg,data\audio\Robin\835603_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
Flamingo_46,Flamingo,test,1,data\images\Flamingo\146408836.jpg,data\audio\Flamingo\862809_B.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Flamingo_72,Flamingo,test,1,data\images\Flamingo\340123775.jpg,data\audio\Flamingo\1068302_B.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Toucan_32,Toucan,test,1,data\images\Toucan\107114597.jpg,data\audio\Toucan\213075_A.mp3,data\metadata\inaturalist\Toucan_clean.csv,data\metadata\xeno_canto\Toucan_clean.csv
blackbird_229,blackbird,test,0,data\images\blackbird\63248438.jpg,data\audio\blackbird\1008500_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
starling_257,starling,test,1,data\images\starling\158891558.jpg,data\audio\starling\27154_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Crow_137,Crow,train,0,data\images\Crow\265031843.jpg,data\audio\Crow\1089322_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
sparrow_6,sparrow,train,0,data\images\sparrow\67190739.jpg,data\audio\sparrow\647987_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Crow_238,Crow,train,0,data\images\Crow\72297291.jpg,data\audio\Crow\1060799_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Thrush_41,Thrush,train,0,data\images\Thrush\26862715.jpg,data\audio\Thrush\1090324_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
Crow_258,Crow,test,0,data\images\Crow\107111741.jpg,data\audio\Crow\538545_A.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Thrush_4,Thrush,train,0,data\images\Thrush\61498954.jpg,data\audio\Thrush\812610_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
sparrow_16,sparrow,train,0,data\images\sparrow\24501286.jpg,data\audio\sparrow\281739_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
blue_tit_246,blue_tit,train,0,data\images\blue_tit\336686119.jpg,data\audio\blue_tit\704029_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
starling_229,starling,test,1,data\images\starling\331429671.jpg,data\audio\starling\647166_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
blackbird_52,blackbird,test,0,data\images\blackbird\226841656.jpg,data\audio\blackbird\321307_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Great_Tit_279,Great_Tit,train,0,data\images\Great_Tit\338191144.jpg,data\audio\Great_Tit\981346_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
blackbird_289,blackbird,train,0,data\images\blackbird\261097129.jpg,data\audio\blackbird\1088361_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Flamingo_26,Flamingo,test,1,data\images\Flamingo\110195318.jpg,data\audio\Flamingo\789666_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
blackbird_17,blackbird,test,0,data\images\blackbird\206094487.jpg,data\audio\blackbird\1087507_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Crow_200,Crow,train,0,data\images\Crow\344166952.jpg,data\audio\Crow\879243_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
sparrow_238,sparrow,train,0,data\images\sparrow\331925937.jpg,data\audio\sparrow\344302_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
blackbird_479,blackbird,train,0,data\images\blackbird\197165578.jpg,data\audio\blackbird\376071_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Flamingo_178,Flamingo,test,1,data\images\Flamingo\107264074.jpg,data\audio\Flamingo\1073126_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
starling_292,starling,test,1,data\images\starling\165817005.jpg,data\audio\starling\584328_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Mallard_214,Mallard,train,0,data\images\Mallard\114166485.jpg,data\audio\Mallard\793285_A.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Mallard_92,Mallard,train,0,data\images\Mallard\161142502.jpg,data\audio\Mallard\528945_A.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Great_Tit_253,Great_Tit,train,0,data\images\Great_Tit\45851041.jpg,data\audio\Great_Tit\783633_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
blackbird_183,blackbird,train,0,data\images\blackbird\230583852.jpg,data\audio\blackbird\644044_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
sparrow_59,sparrow,train,0,data\images\sparrow\85091523.jpg,data\audio\sparrow\990022_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
blackbird_194,blackbird,train,0,data\images\blackbird\137248372.jpg,data\audio\blackbird\1069772_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_450,blackbird,train,0,data\images\blackbird\106091814.jpg,data\audio\blackbird\445786_B.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
sparrow_276,sparrow,train,0,data\images\sparrow\152617305.jpg,data\audio\sparrow\501187_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Flamingo_223,Flamingo,test,1,data\images\Flamingo\5000730.jpg,data\audio\Flamingo\1058927_B.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Crow_97,Crow,test,0,data\images\Crow\239995683.jpg,data\audio\Crow\1065018_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
sparrow_261,sparrow,train,0,data\images\sparrow\221551975.jpg,data\audio\sparrow\687530_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
sparrow_139,sparrow,test,0,data\images\sparrow\67247385.jpg,data\audio\sparrow\645075_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
blackbird_298,blackbird,train,0,data\images\blackbird\197705493.jpg,data\audio\blackbird\1100744_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Crow_109,Crow,train,0,data\images\Crow\154421177.jpg,data\audio\Crow\920656_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Thrush_40,Thrush,train,0,data\images\Thrush\27036915.jpg,data\audio\Thrush\782701_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
Robin_236,Robin,train,0,data\images\Robin\235517776.jpg,data\audio\Robin\840561_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
blackbird_80,blackbird,train,0,data\images\blackbird\215883406.jpg,data\audio\blackbird\1005478_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
sparrow_128,sparrow,test,0,data\images\sparrow\289476195.jpg,data\audio\sparrow\530808_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
sparrow_246,sparrow,train,0,data\images\sparrow\167692008.jpg,data\audio\sparrow\1075299_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
blackbird_93,blackbird,train,0,data\images\blackbird\339304728.jpg,data\audio\blackbird\988584_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_314,blackbird,train,0,data\images\blackbird\90554488.jpg,data\audio\blackbird\946845_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Crow_220,Crow,train,0,data\images\Crow\208939880.jpg,data\audio\Crow\807972_A.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Crow_178,Crow,train,0,data\images\Crow\128942844.jpg,data\audio\Crow\484782_A.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Thrush_171,Thrush,train,0,data\images\Thrush\253919115.jpg,data\audio\Thrush\899078_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
Robin_104,Robin,train,0,data\images\Robin\27429042.jpg,data\audio\Robin\836744_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
Robin_142,Robin,train,0,data\images\Robin\334947904.jpg,data\audio\Robin\859418_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
Crow_235,Crow,train,0,data\images\Crow\55831648.jpg,data\audio\Crow\1065964_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Flamingo_275,Flamingo,test,1,data\images\Flamingo\293701192.jpg,data\audio\Flamingo\430119_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
blue_tit_78,blue_tit,train,0,data\images\blue_tit\291703525.jpg,data\audio\blue_tit\1091636_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
starling_266,starling,test,1,data\images\starling\44269726.jpg,data\audio\starling\666174_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Robin_85,Robin,train,0,data\images\Robin\149852343.jpg,data\audio\Robin\911117_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
blackbird_174,blackbird,train,0,data\images\blackbird\290483954.jpg,data\audio\blackbird\982612_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
sparrow_272,sparrow,train,0,data\images\sparrow\322128569.jpg,data\audio\sparrow\680573_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Great_Tit_6,Great_Tit,test,0,data\images\Great_Tit\325687426.jpg,data\audio\Great_Tit\995195_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Flamingo_102,Flamingo,test,1,data\images\Flamingo\84523461.jpg,data\audio\Flamingo\412011_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Crow_207,Crow,train,0,data\images\Crow\256177749.jpg,data\audio\Crow\1031267_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Crow_68,Crow,train,0,data\images\Crow\105098793.jpg,data\audio\Crow\884903_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
blackbird_256,blackbird,train,0,data\images\blackbird\86570115.jpg,data\audio\blackbird\1067616_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_238,blackbird,train,0,data\images\blackbird\141996106.jpg,data\audio\blackbird\1075793_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Great_Tit_98,Great_Tit,train,0,data\images\Great_Tit\105498521.jpg,data\audio\Great_Tit\792451_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
